"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
100683400,13,13101,131010006,"100-6834",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３４階","ジェイエイビル　３４カイ",,,,,
100683500,13,13101,131010006,"100-6835",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３５階","ジェイエイビル　３５カイ",,,,,
100683600,13,13101,131010006,"100-6836",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３６階","ジェイエイビル　３６カイ",,,,,
100683700,13,13101,131010006,"100-6837",0,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,"ＪＡビル ３７階","ジェイエイビル　３７カイ",,,,,
100827000,13,13101,131010006,"100-8270",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"住友林業　株式会社","スミトモリンギヨウ　カブシキガイシヤ","大手町１丁目３－２",
100807900,13,13101,131010006,"100-8079",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　産業経済新聞社","カブシキガイシヤ　サンギヨウケイザイシンブンシヤ","大手町１丁目７－２",
100810500,13,13101,131010006,"100-8105",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"チッソ　株式会社","チツソ　カブシキガイシヤ","大手町２丁目２－１（新大手町ビル）",
100806600,13,13101,131010006,"100-8066",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　日本経済新聞社","カブシキガイシヤ　ニホンケイザイシンブンシヤ","大手町１丁目３－７",
100807000,13,13101,131010006,"100-8070",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"ＪＦＥ商事　株式会社","ジエイエフイ－シヨウジ　カブシキガイシヤ","大手町１丁目９番５号大手町フィナンシャルシティ・ノースタワー",
100810900,13,13101,131010006,"100-8109",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"モルガン・スタンレー・グループ","モルガン・スタンレ－・グル－プ","大手町１－９－７大手町フィナンシャルシティサウスタワー",
100812300,13,13101,131010006,"100-8123",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"三井生命保険　株式会社","ミツイセイメイホケン　カブシキガイシヤ","大手町２－１－１",
100812200,13,13101,131010006,"100-8122",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"気象庁","キシヨウチヨウ","大手町１丁目３－４",
100812000,13,13101,131010006,"100-8120",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"農林中央金庫","ノウリンチユウオウキンコ","大手町１丁目８－３",
100810800,13,13101,131010006,"100-8108",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"ＮＳユナイテッド海運　株式会社","エヌエスユナイテツドカイウン　カブシキガイシヤ","大手町１丁目５－１大手町ファーストスクエアウエストタワー",
100805500,13,13101,131010006,"100-8055",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　読売新聞　東京本社","カブシキガイシヤ　ヨミウリシンブン　トウキヨウホンシヤ","大手町１－７－１",
100807800,13,13101,131010006,"100-8078",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　産業経済新聞社","カブシキガイシヤ　サンギヨウケイザイシンブンシヤ","大手町１丁目７－２",
100811500,13,13101,131010006,"100-8115",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　クラレ","カブシキガイシヤ　クラレ","大手町１丁目１－３",
100812600,13,13101,131010006,"100-8126",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"一般財団法人　電力中央研究所","イツパンザイダンホウジン　デンリヨクチユウオウケンキユウジヨ","大手町１丁目６－１大手町ビル７Ｆ",
100810200,13,13101,131010006,"100-8102",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"東京国税局","トウキヨウコクゼイキヨク","大手町１丁目３－３",
100811000,13,13101,131010006,"100-8110",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　産経デジタル","カブシキガイシヤ　サンケイデジタル","大手町１丁目７－２",
100811900,13,13101,131010006,"100-8119",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"東京消防庁","トウキヨウシヨウボウチヨウ","大手町１丁目３－５",
100811800,13,13101,131010006,"100-8118",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"電気事業連合会","デンキジギヨウレンゴウカイ","大手町１丁目３－２経団連会館",
100810300,13,13101,131010006,"100-8103",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"朝日生命保険　相互会社","アサヒセイメイホケン　ソウゴカイシヤ","大手町２丁目６－１",
100811700,13,13101,131010006,"100-8117",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"三菱マテリアル　株式会社","ミツビシマテリアル　カブシキガイシヤ","大手町１丁目３－２",
100811300,13,13101,131010006,"100-8113",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"三菱地所リアルエステートサービス　株式会社","ミツビシジシヨリアルエステ－トサ－ビス　カブシキガイシヤ","大手町２丁目２－１",
100807700,13,13101,131010006,"100-8077",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　産業経済新聞社","カブシキガイシヤ　サンギヨウケイザイシンブンシヤ","大手町１丁目７－２",
100815100,13,13101,131010006,"100-8151",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　読売巨人軍","カブシキガイシヤ　ヨミウリキヨジングン","大手町１丁目７－１読売新聞ビル",
100817600,13,13101,131010006,"100-8176",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　みずほ銀行　本店","カブシキガイシヤ　ミズホギンコウ　ホンテン","大手町１丁目５番５号",
100810400,13,13101,131010006,"100-8104",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"モルガン・スタンレーＭＵＦＧ証券　株式会社","モルガン・スタンレ－エムユ－エフジ－シヨウケン　カブシキガイシヤ","大手町１－９－７大手町フィナンシャルシティサウスタワー",
100313100,13,13101,131010006,"100-3131",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"東京税関　東京外郵出張所","トウキヨウゼイカン　トウキヨウガイユウシユツチヨウジヨ","大手町２丁目３－３東京国際郵便局内",
100812400,13,13101,131010006,"100-8124",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"西村あさひ法律事務所","ニシムラアサヒホウリツジムシヨ","大手町１－１－２大手門タワー",
100813000,13,13101,131010006,"100-8130",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"野村證券　株式会社","ノムラシヨウケン　カブシキガイシヤ","大手町２丁目２－２",
100812500,13,13101,131010006,"100-8125",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　日本工業新聞社","カブシキガイシヤ　ニホンコウギヨウシンブンシヤ","大手町１丁目７－２",
100813300,13,13101,131010006,"100-8133",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"三菱地所　株式会社","ミツビシジシヨ　カブシキガイシヤ","大手町１－６－１",
100813900,13,13101,131010006,"100-8139",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"財団法人　逓信協会","ザイダンホウジン　テイシンキヨウカイ","大手町２丁目３－１",
100817601,13,13101,131010006,"100-8176",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　みずほフィナンシャルグループ","カブシキガイシヤ　ミズホフイナンシヤルグル－プ","大手町１丁目５番５号",
100814400,13,13101,131010006,"100-8144",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　国際協力銀行","カブシキガイシヤ　コクサイキヨウリヨクギンコウ","大手町１丁目４番１号",
100863100,13,13101,131010006,"100-8631",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"三井物産　株式会社","ミツイブツサン　カブシキガイシヤ","大手町１丁目２－１",
100815200,13,13101,131010006,"100-8152",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　中央公論新社","カブシキガイシヤ　チユウオウコウロンシンシヤ","大手町１丁目７番１号読売新聞ビル",
100816000,13,13101,131010006,"100-8160",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"株式会社　産業経済新聞社夕刊フジ","カブシキカイシヤ　サンギヨウケイザイシンブンシヤユウカンフジ","大手町１丁目７－２",
100816500,13,13101,131010006,"100-8165",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"日本曹達　株式会社","ニホンソ－ダ　カブシキカイシヤ","大手町２丁目２－１",
100816600,13,13101,131010006,"100-8166",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"日立電線　株式会社","ヒタチデンセン　カブシキガイシヤ","大手町１丁目６－１",
100816800,13,13101,131010006,"100-8168",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"新日石トレーディング　株式会社","シンニツセキトレ－デイング　カブシキガイシヤ","大手町２丁目６番３号",
100816900,13,13101,131010006,"100-8169",1,0,"東京都","トウキョウト","千代田区","チヨダク","大手町","オオテマチ",,,,,,"新日石プラスト　株式会社","シンニツセキプラスト　カブシキガイシヤ","大手町２丁目６番３号",
